date	open	high	low	close	volume	split	dividend	absoluteChange	percentChange	
2016-11-01	59.567588246761126	59.617251741760064	58.85241862211402	59.398727	24533000		
2016-11-02	59.41859401009591	59.527855884738344	58.902082336678255	59.031211	22147000		
2016-11-03	59.13053872484128	59.239800599005484	58.71335901006662	58.812686	21600400		
2016-11-04	58.25644659408156	58.88221616498338	58.127316938295294	58.316041	28697000		
2016-11-07	59.37886153960869	60.11389696371722	59.37886153960869	60.014566	31664800		
2016-11-08	60.143695195833814	60.37215184527226	59.74638226363628	60.064234	22935400		
2016-11-09	59.59738672419434	60.18342769364892	58.80275589449486	59.766244	49632500		
2016-11-10	60.0741647823822	60.084099666577856	57.24328995507359	58.30611	57822400		
2016-11-11	57.839264071331755	58.72329098502266	57.62073833246483	58.623963	38767800		
2016-11-14	58.62396177949005	58.68356115181626	56.89563659954639	57.73	41328400		
2016-11-15	58.330002	59.490002	58.32	58.869999	34764300		$0.390
2016-11-16	58.939999	59.66	58.810001	59.650002	26851400		
2016-11-17	60.41	60.950001	59.970001	60.639999	31463700		
2016-11-18	60.779999	61.139999	60.299999	60.349998	26580600		
2016-11-21	60.5	60.970001	60.419998	60.860001	19563200		
2016-11-22	60.98	61.259998	60.810001	61.119999	22645300		
2016-11-23	61.009998	61.099998	60.25	60.400002	21847200		
2016-11-25	60.299999	60.529999	60.130001	60.529999	8370500		
